Finnish-fi,Valence,Arousal,Dominance,English,Finnish-bf
purjehdus,0.248,0.27,0.218,yachting,purjehdus
purjehduskelpoinen,0.498,-0.188,0.29,navigable,purjehduskelpoinen
purjehtia,0.23,-0.56,-0.35,sail,purjehtia
purjelentokone,0.236,0.096,0.18,glider,purjelentokone
purjevene,0.438,-0.216,-0.238,sailboat,purjevene
purkaa,-0.124,-0.14,0.018,decompress,purkaa
purkaa,-0.666,-0.04,-0.14,defuse,purkaa
purkaa,-0.75,0.264,0.4,demolish,purkaa
purkaa,-0.146,0.076,0.156,discharge,purkaa
purkaa,-0.306,0.288,-0.076,dismantle,purkaa
purkaa,-0.042,-0.112,0.05,offload,purkaa
purkaa,-0.244,0.196,-0.09,unravel,purkaa
purkaja,-0.542,0.432,-0.052,wrecker,purkaja
purkaminen,-0.734,0.654,0.082,demolition,purkaa
purkaminen,-0.334,0.058,-0.28,rescission,purkaa
purkaus,-0.312,0.46,-0.056,effusion,purkaus
purkaus,-0.688,0.826,0.466,eruption,purkaus
Purkinavaaja,-0.112,-0.018,-0.384,can opener,purkinavaaja
purkitettu,-0.204,-0.286,-0.404,canned,purkitettu
purkittaminen,-0.02,-0.216,-0.482,canning,purkittaa
purkki,-0.08,0.48,0.5,hulk,purkki
purkki,-0.14,-0.308,-0.364,jar,purkki
purku,-0.584,0.04,-0.378,decompression,purku
puro,0.188,-0.306,-0.176,brook,puro
puro,0.104,-0.216,-0.34,creek,puro
purppura,0.27,-0.45,-0.17,magenta,purppura
purra,-0.562,0.592,0.02,bite,purra
purukumi,0.146,-0.546,-0.574,gum,purukumi
pusero,0.16,-0.62,-0.396,blouse,pusero
pusero,0.23,-0.328,-0.038,jumper,pusero
pusikko,-0.23,-0.254,-0.352,thicket,pusikko
pusku,-0.306,0.45,-0.328,butt,pusku
puskuri,0.04,-0.052,-0.3,buffer,puskuri
puskuri,-0.23,0.146,0.036,bumper,puskuri
puskurointi,-0.042,-0.064,-0.238,buffering,puskurointi
puskutraktori,-0.082,0.098,0.286,bulldozer,puskutraktori
pussata,0.592,0.462,-0.018,smooch,pussata
pussi,-0.124,-0.54,-0.458,pouch,pussi
pussi,-0.312,-0.51,-0.548,sac,pussi
pussitettu,-0.062,-0.328,-0.25,potted,pussitettu
pusu,-0.062,0.0,-0.218,buss,pusu
putata,-0.04,0.0,-0.164,putt,putata
putiikki,0.49,-0.02,-0.118,boutique,putiikki
putki,-0.06,-0.396,-0.174,conduit,putki
putki,0.082,-0.32,-0.34,pipe,putki
putki,-0.042,-0.326,-0.178,pipeline,putki
putki,-0.164,-0.442,-0.182,tube,putki
putkimainen,-0.084,-0.278,-0.072,tubular,putkimainen
putkimies,-0.346,0.02,-0.104,plumber,putkimies
putkisto,-0.27,-0.326,-0.19,piping,putkisto
putkityöt,-0.062,-0.146,-0.118,plumbing,putkityö
putoaminen,-0.596,0.432,-0.388,falling,pudota
putoaminen,-0.25,0.0,-0.132,relegation,pudota
putoava,-0.23,-0.294,-0.436,deciduous,putoava
puttaaja,-0.258,-0.212,-0.238,putter,puttaaja
puu,0.34,-0.764,-0.116,tree,puu
puu,-0.012,-0.636,-0.254,wood,puu
puuha,-0.188,-0.076,0.0,chore,puuha
puuhastelu,0.062,-0.02,-0.104,tinkering,puuhastelu
puuhat,0.208,-0.018,0.41,doings,puuha
puuhiili,-0.396,-0.628,-0.316,charcoal,puuhiili
puujalat,-0.122,0.154,-0.4,stilts,puujalka
puukotettu,-0.938,0.75,-0.138,stabbed,puukotettu
puukottaa,-0.666,0.764,0.19,stab,puukottaa
puuliiteri,0.102,-0.254,-0.376,woodshed,puuliiteri
puuma,-0.124,0.176,0.076,cougar,puuma
puuma,0.23,0.408,0.122,puma,puuma
puumainen,-0.062,-0.48,-0.208,woody,puumainen
puupiirros,0.266,-0.292,0.084,woodcut,puupiirros
puupää,-0.624,-0.346,-0.708,dunce,puupää
puuro,0.146,-0.542,-0.452,porridge,puuro
puurtaa,0.116,0.02,0.166,toil,puurtaa
puuseppä,0.042,0.1,0.038,carpenter,puuseppä
puusepäntyö,0.122,-0.082,0.036,carpentry,puusepäntyö
puuska,-0.02,0.51,0.112,gust,puuska
puuskahtaa,-0.224,-0.018,-0.37,huff,puuskahtaa
puuskainen,0.374,0.262,-0.09,gusty,puuskainen
puuskuttaa,0.062,-0.266,-0.48,puff,puuskuttaa
puutarha,0.54,-0.54,-0.088,garden,puutarha
puutarhanhoito,0.708,-0.334,-0.278,gardening,puutarhanhoito
puutarhanhoito,0.4,-0.16,-0.132,horticulture,puutarhanhoito
puutarhasakset,-0.142,0.054,-0.492,shears,puutarhasaksi
puutarhuri,0.346,-0.308,-0.278,gardener,puutarhuri
puutavara,0.034,-0.632,-0.254,lumber,puutavara
puutavara,-0.336,-0.596,-0.228,timber,puutavara
puute,-0.854,-0.254,-0.642,deficiency,puute
puute,-0.5,-0.27,-0.516,lack,puute
puute,-0.812,-0.09,-0.604,shortage,puute
puute,-0.61,-0.26,-0.484,shortcoming,puute
puutteellinen,-0.52,-0.072,-0.736,deficient,puutteellinen
puuttuva,-0.542,-0.25,-0.758,lacking,puuttuva
puuttuva,-0.388,-0.164,-0.556,missing,puuttuva
puutyöt,-0.02,-0.038,0.09,woodwork,puutyö
puuvilla,0.278,-0.858,-0.52,cotton,puuvilla
pyh,-0.334,-0.02,-0.296,phooey,
pyh,-0.062,-0.226,-0.58,poof,
pyhiinvaellusmatka,0.416,0.044,0.25,pilgrimage,pyhiinvaellusmatka
pyhiinvaeltaja,-0.04,-0.462,-0.174,palmer,pyhiinvaeltaja
pyhiinvaeltaja,0.062,-0.192,0.138,pilgrim,pyhiinvaeltaja
pyhimys,0.624,-0.52,0.386,saint,pyhimys
pyhimysmäinen,0.416,-0.408,0.352,sainted,pyhimysmäinen
pyhitetty,0.48,0.0,0.456,hallowed,pyhitetty
pyhitetty,0.584,-0.52,0.224,sanctified,pyhitetty
pyhittää,0.346,-0.114,0.566,sanctify,pyhittää
pyhyys,0.72,-0.472,0.484,holiness,pyhyys
pyhyys,0.542,-0.34,0.256,sanctity,pyhyys
pyhä,0.624,-0.776,0.38,holy,pyhä
pyhä,0.666,-0.25,0.724,sacred,pyhä
pyhäinhäväistys,-0.438,0.416,-0.018,sacrilege,pyhäinhäväistys
pyhäkkö,0.604,-0.49,0.148,shrine,pyhäkkö
pyhäpillerinpyörittäjä,-0.188,-0.084,-0.466,scarab,pyhäpillerinpyörittäjä
pyhättö,0.042,-0.124,0.314,sanctum,pyhättö
pyjama,0.438,-0.66,-0.472,pajamas,pyjama
pylly,-0.438,-0.098,-0.69,bum,pylly
pylväs,-0.166,-0.424,-0.26,pylon,pylväs
pylväshalli,0.042,-0.112,-0.268,portico,pylväshalli
pyramidi,0.48,-0.22,0.27,pyramid,pyramidi
pyrkimys,0.286,-0.094,0.234,pursuit,pyrkimys
pyrkiä,0.164,0.674,0.538,strive,pyrkiä
pyrotekniikka,0.122,0.642,0.064,pyrotechnics,pyrotekniikka
pyrstö,-0.04,-0.456,-0.414,tail,pyrstö
pyssymies,-0.666,0.844,0.378,gunman,pyssymies
pyssynpiippu,-0.624,0.634,0.438,gunpoint,pyssynpiippu
pysty,0.334,-0.254,0.2,upright,pysty
pystyssä,0.286,0.77,0.254,erect,pysty
pystysuora,0.04,-0.226,-0.016,vertical,pystysuora
pystysuoraan,0.068,-0.23,0.09,vertically,pystysuora
pystyä,0.572,0.0,0.62,able,pysty
pysyvyys,0.624,-0.472,0.698,stability,pysyvyys
pysyvä,0.49,-0.31,0.472,permanent,pysyvä
pysyä,0.208,-0.45,0.032,stay,pysyä
pysähdys,-0.118,-0.594,0.0,standstill,pysähdys
pysähtyneisyys,-0.312,-0.424,-0.356,inertia,pysähtyneisyys
pysähtyneisyys,-0.448,-0.352,-0.208,stagnation,pysähtyneisyys
pysähtynyt,-0.4,0.0,-0.584,stagnant,pysähtynyt
pysäköidä,0.632,-0.314,-0.172,park,pysäköidä
pysäköinti,0.554,-0.062,0.02,parking,pysäköinti
pysäyttää,-0.666,-0.28,-0.136,halt,pysäyttää
pytonkäärme,-0.562,0.236,0.236,python,pytonkäärme
pyyhe,0.26,-0.584,-0.428,towel,pyyhe
pyyhekumi,-0.084,-0.582,-0.378,eraser,pyyhekumi
pyyhin,0.0,-0.24,0.07,wiper,pyyhin
pyyhkiä,-0.52,-0.48,-0.358,erase,pyyhkiä
pyyhkiä,0.326,-0.146,0.102,wipe,pyyhkiä
pyykkinaru,0.164,-0.352,-0.268,clothesline,pyykkinaru
pyyntilonkero,-0.26,0.118,-0.204,tentacle,pyyntilonkero
pyyntö,0.25,-0.058,0.236,request,pyyntö
pyyntö,0.224,0.038,-0.17,solicitation,pyyntö
pyytämätön,-0.812,-0.322,-0.44,unsolicited,pyytämätön
pyytää,0.24,-0.02,0.208,solicit,pyytää
pyöreä,0.124,-0.316,-0.166,circular,pyöreä
pyöreä,0.104,-0.132,-0.378,round,pyöreä
pyöriminen,0.188,0.22,-0.038,spinning,pyöriä
pyöriminen,-0.078,0.576,0.322,whirl,pyöriä
pyöristetty,0.184,-0.218,-0.208,rounded,pyöristetty
pyörivä,0.204,0.14,0.16,revolving,pyörivä
pyörivä,0.146,-0.076,0.056,rotary,pyörivä
pyöriä,0.0,-0.212,-0.3,eddy,pyörä
pyöriä,0.184,0.092,-0.196,revolve,pyörä
pyörre,-0.184,0.382,0.204,vortex,pyörre
pyörremyrsky,-0.34,0.36,0.294,twister,pyörremyrsky
pyörremyrsky,-0.166,0.83,0.34,whirlwind,pyörremyrsky
pyörryksissä,-0.124,0.694,0.222,giddy,pyörryksissä
pyörryksissä,-0.602,0.164,-0.614,dizzy,pyörryksissä
pyörtyminen,-0.334,0.02,-0.572,fainting,pyörtyä
pyörtyminen,-0.51,0.076,-0.204,syncope,pyörtyä
pyörtyä,-0.416,0.02,-0.68,swoon,pyörtyä
pyörä,0.416,0.0,-0.334,bike,pyörä
pyörä,0.208,0.34,0.294,caster,pyörä
pyörä,0.166,-0.326,-0.264,castor,pyörä
pyörä,0.23,-0.38,-0.108,wheel,pyörä
pyörähdys,0.104,0.294,-0.182,twirl,pyörähdys
pyöräilijä,0.208,0.42,0.134,biker,pyöräilijä
pyöräilijä,0.368,0.164,0.152,cyclist,pyöräilijä
pyörätuoli,-0.52,-0.326,-0.51,wheelchair,pyörätuoli
pyöräyttää,0.102,-0.156,-0.31,spin,pyöräyttää
pyörörakennus,0.0,-0.072,-0.214,rotunda,pyörörakennus
pyöveli,-0.53,0.632,0.352,executioner,pyöveli
pyöveli,-0.694,0.754,0.11,hangman,pyöveli
pähkinä,-0.27,-0.38,-0.5,nut,pähkinä
pähkinänkuori,-0.084,-0.186,-0.38,nutshell,pähkinänkuori
pähkinänsärkijä,0.27,-0.244,0.044,nutcracker,pähkinänsärkijä
pähkähullu,-0.408,0.102,-0.128,harebrained,pähkähullu
päihdyttävä,-0.552,0.52,-0.072,intoxicating,päihdyttävä
päihittää,0.542,0.5,0.746,outdo,päihittää
päihtymys,-0.354,0.42,-0.2,intoxication,päihtymys
päihtynyt,-0.842,0.648,-0.508,intoxicated,päihtynyt
päinvastainen,-0.346,-0.102,-0.324,contrary,päinvastainen
päinvastainen,0.188,-0.188,0.196,converse,päinvastainen
päistikkaa,-0.292,0.096,-0.182,headlong,päistikkaa
päivittäin,0.306,-0.306,-0.054,daily,päivittäin
päivittäinen,0.428,-0.408,-0.114,diurnal,päivittäinen
päivittäinen,0.48,-0.216,-0.056,everyday,päivittäinen
päivittää,0.396,0.07,0.604,update,päivittää
päivä,0.438,-0.462,-0.222,day,Päivä
päiväaika,0.5,-0.352,-0.092,daytime,päiväaika
päivähoito,0.552,-0.038,-0.28,daycare,päivähoito
päiväkirja,0.396,-0.416,-0.072,diary,päiväkirja
päivällinen,0.646,-0.216,-0.242,dinner,päivällinen
päivällisaika,0.592,-0.188,-0.318,dinnertime,päivällisaika
päivänkakkara,0.124,-0.266,-0.334,daisy,päivänkakkara
päivänselvä,0.204,0.142,0.53,unmistakable,päivänselvä
päiväntasaajan,0.1,-0.458,0.186,equatorial,päiväntasaaja
päivänvalo,0.73,-0.16,0.09,daylight,päivänvalo
päivänvarjo,0.208,-0.49,-0.392,parasol,päivänvarjo
päiväpeite,0.102,-0.722,-0.416,bedspread,päiväpeite
pälpättää,-0.166,0.012,-0.316,jabber,pälpättää
päre,0.02,-0.6,-0.18,shingle,päre
pässi,-0.188,-0.096,-0.224,ram,pässi
pätemätön,-0.64,-0.34,-0.49,invalid,pätemätön
pätevyys,0.23,0.604,0.646,competence,pätevyys
pätevyys,0.536,0.55,0.528,competency,pätevyys
pätevyys,0.334,0.714,0.608,proficiency,pätevyys
pätevä,0.73,0.12,0.808,competent,pätevä
pätevä,0.48,0.018,0.186,defensible,pätevä
pätevä,0.52,0.04,0.63,qualified,pätevä
pätevöityä,0.46,0.188,0.04,qualify,pätevöityä
pää,0.06,-0.056,0.116,head,pää
pääajatus,0.26,-0.138,0.09,keynote,pääajatus
pääasiallinen,0.3,-0.294,0.418,principal,pääasiallinen
pääasiassa,0.2,0.174,0.528,chiefly,pääasia
pääasiassa,0.572,-0.04,0.582,principally,pääasia
pääesiintyjä,0.0,-0.02,0.25,headliner,pääesiintyjä
päähenkilö,0.53,0.408,0.754,protagonist,päähenkilö
päähine,0.188,-0.184,-0.114,headdress,päähine
päähine,0.084,-0.116,0.142,headgear,päähine
päähänpisto,-0.244,0.36,-0.066,whim,päähänpisto
päähänpisto,0.458,0.278,-0.09,whimsy,päähänpisto
pääkatsomo,0.0,0.358,0.416,grandstand,pääkatsomo
pääkirja,0.02,-0.276,0.218,ledger,pääkirja
Pääkirjoitus,0.166,-0.34,0.14,editorial,pääkirjoitus
päälaen,-0.038,-0.334,-0.018,parietal,päälaki
päällekkäin,0.24,0.22,0.352,overlaid,päällekkäin
päällekkäinen,0.19,0.156,0.368,overlapping,päällekkäinen
päällekkäisyys,0.188,0.23,0.254,overlap,päällekkäisyys
päällekkäisyys,-0.04,0.14,0.612,superposition,päällekkäisyys
päällekäyvä,-0.84,0.812,0.482,pushy,päällekäyvä
päällekäyvä,-0.58,0.462,-0.004,truculent,päällekäyvä
päällikkö,0.04,0.088,0.738,chief,päällikkö
päällikkö,-0.314,0.058,0.72,chieftain,päällikkö
päällys,0.128,0.192,0.498,overlay,päällys
päällystakki,0.188,-0.47,-0.14,overcoat,päällystakki
päällyste,0.23,-0.236,0.166,covering,päällyste
päällyste,-0.184,-0.062,0.09,paving,päällyste
päämaja,0.23,-0.462,0.05,headquarter,päämaja
päämäärätön,-0.7,-0.466,-0.634,aimless,päämäärätön
päänahka,-0.306,-0.308,-0.396,scalp,päänahka
päänsärky,-0.664,0.51,-0.454,headache,päänsärky
pääomittaa,0.542,0.202,0.77,capitalize,pääomittaa
pääosa,-0.062,-0.174,0.018,bulk,pääosa
pääruoka,0.23,-0.046,0.248,entree,pääruoka
päärynä,0.354,-0.684,-0.518,pear,päärynä
päästäinen,-0.388,-0.074,-0.22,shrew,päästäinen
päästö,0.02,-0.094,0.182,emission,päästö
pääsy,0.428,-0.056,0.134,access,pääsy
pääsy,0.604,-0.17,0.464,admission,pääsy
pääsy,0.38,-0.098,0.196,admittance,pääsy
pääte,-0.312,-0.27,-0.016,ending,pääte
pääte,-0.368,-0.132,-0.034,terminal,pääte
pääteasema,-0.438,-0.236,0.23,terminus,pääteasema
päätekijä,0.04,0.1,0.28,ringleader,päätekijä
päätellä,-0.02,0.02,-0.068,deduce,päätellä
päätellä,-0.102,-0.02,-0.094,infer,päätellä
päätepiste,-0.378,-0.18,-0.104,endpoint,päätepiste
päättely,-0.282,-0.042,-0.204,inference,päättely
päättely,0.458,-0.27,0.458,reasoning,päättely
päättyminen,-0.312,-0.056,0.09,termination,päättyä
päättymätön,-0.23,0.038,-0.092,unending,päättymätön
päättynyt,-0.396,0.0,0.0,ended,päättynyt
päättynyt,0.02,-0.226,0.14,finished,päättynyt
päättäminen,-0.542,-0.56,-0.176,closure,päättää
päättämättömyys,-0.632,-0.04,-0.608,indecision,päättämättömyys
päättämätön,-0.458,-0.16,-0.62,indecisive,päättämätön
päättäväinen,0.542,0.02,0.424,resolute,päättäväinen
päättäväisesti,0.428,-0.094,0.61,resolutely,päättäväinen
päättäväisyys,0.552,0.45,0.59,determination,päättäväisyys
päättää,0.312,0.08,0.71,decide,päättää
päätuomari,0.04,0.184,0.51,umpire,päätuomari
päätös,0.292,0.02,0.678,decision,päätös
päätöslauselma,0.56,0.1,0.49,resolution,päätöslauselma
päätösvaltaisuus,0.23,0.088,0.204,quorum,päätösvaltaisuus
pöhkö,-0.612,0.306,-0.604,twit,pöhkö
pölkkypää,-0.674,-0.334,-0.704,blockhead,pölkkypää
pölkkypää,-0.25,-0.098,-0.392,chump,pölkkypää
pölkkypää,-0.408,0.054,-0.074,fathead,pölkkypää
pölkkypää,-0.624,0.384,-0.442,jackass,pölkkypää
pölkkypää,-0.4,-0.056,-0.432,numbskull,pölkkypää
pöllämystynyt,-0.698,0.2,-0.322,baffled,
pöllö,0.04,-0.46,-0.358,owl,pöllö
pölvästi,-0.41,0.71,-0.15,dope,pölvästi
pöly,-0.312,-0.508,-0.518,dust,pöly
pölyinen,-0.188,-0.412,-0.49,dusty,pölyinen
pönkittää,0.02,-0.146,-0.128,prop,pönkittää
pörinä,-0.14,0.176,-0.26,buzzing,pörinä
pörröinen,0.562,-0.138,-0.288,fluffy,pörröinen
pörröinen,-0.144,-0.2,-0.334,furry,pörröinen
pörssi,0.06,-0.54,-0.328,bourse,pörssi
pörssimeklari,-0.166,0.352,0.604,stockbroker,pörssimeklari
pöty,-0.204,-0.062,-0.074,drivel,pöty
pöyhistellä,-0.124,0.222,0.05,flaunt,pöyhistellä
pöyhkeillä,-0.312,0.196,-0.074,showoff,pöyhkeä
pöyristyttävä,-0.73,0.814,0.112,scandalous,pöyristyttävä
pöytä,0.102,-0.66,-0.432,table,pöytä
pöytähopeat,0.326,-0.27,-0.182,silverware,pöytähopea
pöytäliina,-0.04,-0.67,-0.57,tablecloth,pöytäliina
pöytävuori,0.208,-0.618,-0.362,mesa,pöytävuori
pöö,-0.694,0.352,-0.382,boo,
raadanta,-0.812,0.044,-0.518,drudgery,raadanta
raadonsyöjä,-0.646,0.156,-0.184,scavenger,raadonsyöjä
raahata,-0.224,0.212,-0.304,drag,raahata
raahata,-0.312,-0.114,-0.32,lug,raahata
raahata,0.02,-0.204,0.25,tote,raahata
raahautua,-0.396,-0.148,-0.236,schlep,raahautua
raahustava,-0.102,-0.038,-0.122,plodding,
raaja,0.02,-0.206,-0.146,limb,raaja
raaka,-0.604,-0.196,-0.286,crude,raaka
raaka,-0.714,-0.302,-0.316,raw,raaka
raakanahka,-0.416,-0.28,-0.346,rawhide,raakanahka
raakuus,-0.756,0.664,0.142,brutality,raakuus
raakuus,-0.562,0.814,0.422,savagery,raakuus
raamattu,0.438,-0.55,0.452,bible,Raamattu
raamatullinen,0.27,-0.392,0.424,biblical,raamatullinen
raamatullinen,0.102,-0.5,0.192,scriptural,raamatullinen
raamatunteksti,0.49,-0.46,0.26,scripture,raamatunteksti
raapia,0.25,-0.176,-0.202,scrabble,raapia
raastaa,-0.334,-0.5,-0.162,grate,raastaa
raastava,-0.178,-0.116,-0.25,racking,raastava
raastava,-0.512,0.214,-0.092,wracking,raastava
raastettu,-0.286,-0.076,-0.278,grated,raastettu
raatimies,0.1,-0.082,0.382,alderman,raatimies
rabbi,-0.082,-0.276,0.446,rabbi,rabbi
rackets,0.164,0.334,-0.112,racquetball,
radikaali,0.0,0.584,0.622,radical,radikaali
radikaalisti,0.104,0.462,0.43,radically,radikaali
radio,0.146,-0.196,-0.284,radio,radio
radioaktiivinen,-0.62,0.596,0.482,radioactive,radioaktiivinen
radioaktiivisuus,-0.52,0.82,0.392,radioactivity,radioaktiivisuus
radiografia,-0.062,0.228,0.086,radiography,
radiologi,-0.02,-0.154,0.268,radiologist,radiologi
radiologia,-0.082,-0.08,0.148,radiology,radiologi
radium,-0.062,-0.28,0.034,radium,radium
radon,-0.354,-0.164,-0.25,radon,radon
ragtime,-0.062,0.204,-0.204,ragtime,ragtime
raha,0.02,-0.18,-0.218,dibs,raha
raha,0.688,0.216,0.654,money,raha
rahajärjestelmä,0.0,-0.2,0.09,coinage,rahajärjestelmä
rahallinen,0.166,-0.012,0.432,monetary,rahallinen
rahallinen,-0.02,-0.02,0.0,pecuniary,rahallinen
rahalähetys,0.368,-0.042,-0.092,remittance,rahalähetys
rahanhimo,-0.604,0.452,-0.296,avarice,rahanhimo
rahanpesu,-0.122,-0.346,-0.112,laundering,rahanpesu
rahastonhoitaja,0.388,-0.088,0.51,treasurer,rahastonhoitaja
rahaton,-0.876,-0.368,-0.834,penniless,rahaton
rahiseva,-0.53,0.22,-0.128,scratchy,rahiseva
rahka,0.084,-0.116,-0.444,curd,rahka
Rahoittaa,0.506,-0.138,0.686,finance,rahoittaa
rahoittaa,0.042,-0.28,-0.148,fund,rahoittaa
rahoittaja,0.204,0.0,0.556,financier,rahoittaja
rahoitus,0.458,-0.04,0.654,funding,rahoitus
rahti,-0.178,0.056,-0.02,freight,rahti
rahtialus,-0.188,-0.11,0.16,freighter,rahtialus
rahtu,0.124,-0.214,0.19,whit,rahtu
raidallinen,-0.312,-0.254,-0.23,striped,raidallinen
raihnainen,-0.688,-0.02,-0.55,decrepit,raihnainen
raikastaa,0.612,-0.274,0.132,freshen,raikastaa
raikaste,0.408,-0.24,-0.054,freshener,raikaste
raikuva,-0.02,0.416,0.192,resounding,raikuva
raiskaaja,-0.876,0.812,0.142,rapist,raiskaaja
raiskata,-0.876,0.712,0.054,rape,raiskata
raita,0.258,-0.396,-0.278,stripe,raita
raitiotie,0.23,0.076,0.086,tramway,raitiotie
raitiovaunu,-0.22,0.138,0.132,streetcar,raitiovaunu
raitiovaunu,0.334,0.256,-0.016,tram,raitiovaunu
raitis,0.458,-0.568,0.136,sober,raitis
raittius,0.36,-0.38,0.166,sobriety,raittius
raittius,0.0,-0.412,0.278,temperance,raittius
raivaus,0.084,-0.082,-0.054,clearance,raivaus
raivo,-0.876,0.75,0.352,fury,raivo
raivo,-0.836,0.776,0.316,rage,raivo
raivo,-0.922,0.816,0.096,wrath,raivo
raivoava,-0.562,0.854,0.196,raging,raivoava
raivoava,-0.376,0.528,-0.284,raving,raivoava
raivoisa,-0.6,0.696,0.0,maniacal,raivoisa
raivoisa,-0.592,0.862,0.21,savage,raivoisa
raivoisa,-0.796,0.46,-0.108,wrathful,raivoisa
raivoissaan,-0.688,0.392,0.076,outraged,raivo
raivokkaasti,-0.876,0.85,0.314,furiously,raivokas
raivostunut,-0.834,0.924,0.272,enraged,raivostunut
raivostunut,-0.876,0.906,0.196,furious,raivostunut
raivostunut,-0.854,0.86,0.02,infuriated,raivostunut
raivostunut,-0.624,0.704,-0.052,irate,raivostunut
raivostunut,-0.062,0.576,-0.02,livid,raivostunut
raivostuttaa,-0.796,0.868,0.192,infuriate,raivostuttaa
raivostuttava,-0.722,0.74,0.018,infuriating,raivostuttava
raivota,-0.02,0.274,-0.16,rave,raivota
raivotauti,-0.77,0.5,-0.236,rabies,raivotauti
raja,-0.102,0.04,-0.02,borderline,raja
raja,0.122,-0.146,0.036,boundary,raja
raja,-0.124,0.1,0.3,frontier,raja
raja,-0.146,-0.094,0.0,limit,raja
rajaaminen,0.042,-0.196,-0.372,delineation,rajata
rajallinen,-0.232,-0.306,-0.414,finite,rajallinen
rajallinen,-0.542,-0.454,-0.24,limited,rajallinen
rajapyykki,-0.48,-0.13,-0.492,cairn,rajapyykki
rajat > vaikutuspiiri,-0.042,-0.24,-0.228,ambit,
rajaton,0.368,0.284,0.304,boundless,rajaton
rajaton,0.376,0.148,0.31,limitless,rajaton
rajaton,0.292,0.2,0.472,unbounded,rajaton
rajattu,-0.27,0.078,0.138,circumscribed,rajattu
rajauskynä,0.376,-0.302,-0.306,eyeliner,rajauskynä
rajoite,-0.354,0.1,-0.038,constraint,rajoite
rajoitettu,-0.428,-0.056,-0.112,confined,rajoitettu
rajoitettu,-0.448,0.0,-0.186,restricted,rajoitettu
rajoittaa,-0.346,0.102,0.076,confine,rajoittaa
rajoittaa,-0.478,0.0,0.0,constrain,rajoittaa
rajoittaa,-0.77,0.078,0.154,restrict,rajoittaa
rajoittamaton,0.306,0.28,0.27,unconstrained,rajoittamaton
rajoittamaton,0.5,0.246,0.358,unlimited,rajoittamaton
rajoittamaton,0.396,-0.084,0.288,unrestricted,rajoittamaton
rajoittava,-0.57,0.192,0.0,restrictive,rajoittava
rajoittuminen,0.0,-0.47,0.232,abutment,rajoittua
rajoitus,-0.48,0.114,-0.208,crimp,rajoitus
rajoitus,-0.62,-0.138,-0.55,limitation,rajoitus
rajoitus,-0.666,0.236,0.04,restraint,rajoitus
rajoitus,-0.74,0.18,0.138,restriction,rajoitus
raju,-0.438,0.754,0.518,fierce,raju
Rakas,0.77,-0.26,0.216,darling,rakas
rakas,0.76,-0.132,0.258,dear,rakas
rakastaja,0.762,0.632,0.5,lover,rakastaja
rakastava,0.896,0.224,0.272,loving,rakastava
rakastelu,0.938,0.854,0.628,lovemaking,rakastelu
rakastettava,0.694,-0.42,-0.034,amiable,rakastettava
rakastettava,0.896,-0.33,0.13,lovable,rakastettava
rakastettu,0.938,0.226,0.416,beloved,rakastettu
rakastettu,0.854,-0.096,0.164,loved,rakastettu
rakeet,-0.082,0.254,-0.178,hail,rae
rakeinen,-0.044,-0.326,-0.114,granular,rakeinen
rakenne,0.124,-0.288,0.424,structure,rakenne
rakenne,0.23,-0.57,-0.176,texture,rakenne
rakennelma,0.102,-0.194,0.22,edifice,rakennelma
rakennus,0.41,-0.424,0.346,building,rakennus
rakennusteline,-0.008,-0.268,0.09,scaffolding,rakennusteline
rakennustelineet,-0.04,0.0,-0.328,scaffold,rakennusteline
rakentaa,0.542,0.092,0.612,build,rakentaa
rakentaa,-0.02,0.018,0.246,buildup,rakentaa
rakentaa,0.5,0.296,0.584,construct,rakentaa
rakentaja,0.32,0.284,0.402,builder,rakentaja
rakentaminen,0.696,0.224,0.518,construction,rakentaa
rakentava,0.72,0.14,0.624,constructive,rakentava
rakenteellinen,0.164,-0.15,0.38,structural,rakenteellinen
raketti,0.328,0.648,0.548,rocket,raketti
rakkain,0.804,-0.146,0.016,dearest,rakka
rakkaudeton,-0.796,-0.27,-0.568,loveless,rakkaudeton
rakkaus,1.0,0.038,0.346,love,rakkaus
rakkaussuhde,0.73,-0.04,0.304,amour,rakkaussuhde
rakki,-0.12,0.038,-0.08,cur,rakki
rakki,-0.164,-0.184,-0.226,mutt,rakki
rakko,-0.188,-0.176,-0.34,bladder,rakko
rakkolevä,-0.042,-0.472,-0.574,kelp,rakkolevä
rakkula,-0.186,0.076,-0.196,blister,rakkula
rakkula,-0.188,-0.338,-0.128,follicle,rakkula
rakkula,-0.282,0.018,-0.242,vesicle,rakkula
rako,-0.278,-0.058,-0.45,crevice,rako
ralli,0.224,0.36,0.108,rally,ralli
rampa,-0.812,-0.216,-0.678,cripple,rampa
ramppi,-0.02,0.034,-0.286,ramp,ramppi
rangaista,-0.878,0.616,0.22,punish,rangaista
rangaistava,-0.604,0.176,-0.134,punishable,rangaistava
rangaistus,-0.876,-0.02,-0.52,penalty,rangaistus
