Finnish-fi,Valence,Arousal,Dominance,English-en
pakkotoiminto,-0.764,0.52,0.208,compulsion
pako,0.0,0.52,-0.264,getaway
pakokaasu,0.092,0.42,-0.326,exhaust
pakokauhu,-0.53,0.75,0.366,stampede
pakolainen,-0.242,0.214,-0.346,refugee
pakollinen,-0.458,0.334,0.554,mandatory
pakonalainen,-0.64,0.442,-0.084,forced
pakonomainen,-0.306,0.742,0.146,compulsive
pakopaikka,0.28,-0.524,-0.038,refuge
pakoputki,-0.08,-0.142,-0.182,tailpipe
pakostakin,-0.286,0.378,-0.292,perforce
pakotettu,-0.624,0.66,-0.426,chased
pakottaa,-0.6,0.694,0.25,compel
pakottaminen,-0.34,0.416,0.154,coercion
pakottava,-0.23,0.222,0.584,exigent
paksu,-0.102,-0.134,0.192,thick
paksuntaa,-0.188,-0.204,0.018,thicken
paksuuntuminen,-0.104,-0.29,-0.132,thickening
paksuus,0.104,-0.26,-0.114,thickness
pala,0.292,-0.51,-0.266,piece
palaaminen,-0.084,0.076,-0.15,reversion
palaminen,-0.086,0.614,0.182,combustion
palanen,-0.122,-0.482,-0.234,apiece
palanut,-0.836,0.426,-0.288,burnt
palapeli,0.188,0.164,0.038,jigsaw
palata,0.204,-0.176,-0.074,return
palatsi,0.756,0.02,0.608,palace
palaute,0.244,0.114,0.29,feedback
palautettu,0.784,-0.18,0.456,restored
palauttaa,0.53,-0.02,0.25,restore
palautus,0.166,0.084,0.286,restitution
palava,-0.542,0.52,-0.176,burning
palaveri,-0.02,0.3,-0.188,powwow
paleltuma,-0.594,-0.24,0.132,frostbite
paleontologia,-0.124,-0.384,0.234,paleontology
paletti,0.18,-0.334,-0.59,palette
paljas,-0.334,0.434,-0.408,bare
paljastaa,-0.312,0.286,0.074,expose
paljastava,-0.52,0.326,-0.148,telltale
paljastettu,-0.458,0.15,0.092,disclosed
paljastus,0.758,0.0,0.73,revelation
paljon,0.654,0.224,0.648,plenty
paljous,0.124,0.53,0.694,multitude
palkansaaja,0.164,-0.278,-0.038,employee
palkata,0.376,0.116,0.112,hire
palkaton,-0.4,-0.174,-0.27,unpaid
palkeet,-0.084,0.03,-0.142,bellows
palkinnonsaaja,0.448,-0.196,0.404,laureate
palkinto,0.896,0.388,0.566,reward
palkita,0.73,0.49,0.32,award
palkittu,0.77,0.526,0.34,prize
palkka,0.27,-0.04,0.13,wage
palkkalista,0.042,-0.28,0.098,payroll
palkkapäivä,0.666,0.482,0.142,payday
palkkasoturi,-0.51,0.674,0.346,mercenary
palkkaus,0.572,-0.04,0.304,salary
palkki,0.168,-0.302,-0.236,beam
palkkio,0.592,0.02,0.492,honorarium
palko,-0.04,-0.208,-0.322,pod
palkokasvi,0.04,-0.396,-0.07,legume
palkollinen,-0.02,-0.16,-0.296,menial
palladium,-0.06,-0.24,-0.214,palladium
pallo,0.48,-0.146,-0.366,ball
pallomainen,0.1,-0.384,0.0,spherical
pallonmuotoinen,0.084,-0.25,-0.124,globular
pallopeli,0.562,0.58,-0.186,ballgame
pallotella,0.188,0.52,-0.148,juggle
palmu,0.062,-0.612,-0.32,palm
paloitella,-0.062,-0.114,0.196,carve
paloittelu,0.12,0.25,-0.276,chopping
palomies,0.274,0.54,0.546,firefighter
palomino--hevonen,0.232,-0.302,-0.208,palomino
palomuuri,-0.03,0.204,0.258,firewall
palopommi,-0.438,0.62,0.196,incendiary
palturi,-0.572,0.062,-0.69,nonsense
paluu,0.208,-0.102,0.0,reentry
palvelija,-0.32,-0.184,-0.338,servant
palvelin,0.312,-0.288,0.072,server
palvella,0.244,-0.2,-0.232,serve
palvelu,0.368,-0.184,0.07,service
palveluspoika,-0.042,-0.17,-0.214,houseboy
palvelustyttö,-0.062,0.038,-0.296,wench
palvonta,0.376,-0.24,0.146,worship
palvova,0.52,0.296,0.092,worshipful
pamaus,-0.47,0.902,0.48,bang
pamfletti,0.06,-0.5,-0.346,pamphlet
pamppu,0.0,-0.078,-0.304,nightstick
panda,0.292,-0.612,-0.188,panda
pandeeminen,-0.68,0.58,0.088,pandemic
paneeli,-0.062,-0.358,-0.15,panel
panetteleva,-0.886,0.6,-0.326,slanderous
paniikki,-0.876,0.876,-0.2,panic
paniikkikohtaus,-0.7,0.85,-0.108,anxietyattack
panikoiva,-0.432,0.924,-0.214,panicky
panimo,0.42,0.244,0.02,brewery
pankki,0.124,-0.346,0.35,bank
pankkiiri,0.172,0.176,0.584,banker
pankkitoiminta,0.02,-0.346,0.0,banking
pankkivirkailija,0.0,-0.21,-0.114,teller
pannajulistus,-0.428,-0.02,0.038,anathema
pannier,0.0,-0.216,-0.24,panier
pannu,0.468,-0.636,-0.272,pan
pannukakku,0.604,-0.452,-0.272,pancake
panoraama,0.438,-0.196,0.25,panorama
panos,0.286,-0.326,0.054,input
panssari,-0.062,0.25,0.568,armor
panssaroitu,-0.062,0.018,0.722,armored
pantata,0.438,0.26,0.316,pledged
pantheon,-0.712,-0.18,0.22,pantheon
pantomiimi,0.104,-0.038,-0.23,pantomime
pantteri,-0.394,0.188,0.364,panther
pantti,0.438,-0.02,0.528,pledge
panttilainaamo,-0.208,-0.122,0.038,pawnshop
panttioikeus,-0.208,0.16,-0.118,lien
panttivanki,-0.674,0.846,-0.35,hostage
papaija,0.26,-0.388,-0.4,papaya
paperi,0.04,-0.754,-0.414,paper
paperikori,-0.458,-0.54,-0.428,wastebasket
paperipaino,-0.158,-0.444,-0.134,paperweight
paperitavara,0.14,-0.76,-0.09,stationery
paperityö,-0.104,-0.29,-0.156,paperwork
papiljotti,0.042,-0.212,-0.31,roller
papillinen,0.21,-0.432,0.366,priestly
papisto,0.062,-0.376,0.15,clergy
papitar,0.062,-0.22,0.382,priestess
pappa,0.612,-0.408,-0.068,grandpa
pappeus,0.244,-0.392,0.298,priesthood
pappi,0.122,-0.352,0.296,priest
pappila,-0.02,-0.254,0.408,rectory
pappisseminaari,0.188,-0.266,0.178,seminary
paprika,-0.166,-0.5,-0.472,paprika
papu,0.334,-0.462,-0.472,bean
papukaija,0.176,-0.334,-0.416,parrot
papyrus,-0.082,-0.52,-0.352,papyrus
par,0.23,-0.256,-0.142,par
paraabeli,0.084,-0.174,0.24,parabola
paraati,0.584,0.37,0.018,parade
parabolinen,-0.082,0.018,0.0,parabolic
paradigma,0.146,-0.142,0.558,paradigm
paradoksaalinen,-0.188,0.094,-0.134,paradoxical
paradoksi,-0.166,-0.116,-0.036,paradox
parafiini,-0.148,-0.418,-0.314,paraffin
parafraasi,0.0,-0.25,-0.112,paraphrase
parakki,-0.06,-0.172,-0.186,bunkhouse
paraneminen,0.562,-0.196,0.474,recovery
parannuksentekijä,0.084,0.06,0.016,penitent
parannus,0.572,0.0,0.222,improvement
parannuskeino,0.25,-0.434,-0.018,remedy
paranormaali,-0.666,0.628,0.12,paranormal
parantaa,0.438,-0.246,0.246,cure
parantaja,0.726,-0.244,0.482,healer
parantaminen,0.822,0.02,0.364,improving
parantava,0.5,-0.096,0.17,healing
parantola,-0.062,-0.02,-0.018,sanatorium
parantua,0.53,-0.51,0.112,heal
parantumaton,-0.792,0.334,-0.49,incurable
parantunut,0.838,-0.04,0.358,improved
paras,0.52,0.192,0.438,thebest
paratiisi,0.75,0.08,0.592,paradise
paremmuus,0.164,0.204,0.918,superiority
parempi,0.612,-0.134,0.374,preferable
parfymoitu,0.632,-0.058,0.018,perfumed
pari,0.104,-0.366,-0.392,pair
parila,0.334,-0.018,-0.15,gridiron
pariskunta,0.612,0.21,0.214,couple
paritalo,0.184,-0.096,-0.066,duplex
parittaja,-0.708,0.4,0.072,pimp
parittelu,0.51,0.68,0.518,mating
parjata,-0.72,0.53,-0.038,malign
parjattu,-0.796,0.368,-0.564,maligned
parka,-0.376,0.254,-0.052,bugger
parketti,0.082,-0.52,-0.156,parquet
parkua,-0.224,-0.48,-0.28,blubber
parlamentaarinen,-0.02,0.108,0.51,parliamentary
parmesaani,0.396,-0.358,-0.236,parmesan
parodia,0.122,0.302,-0.25,parody
paroni,0.04,-0.284,0.418,baron
paronitar,0.25,-0.094,0.51,baroness
parrakas,-0.122,-0.326,-0.218,bearded
parranajo,0.042,-0.18,-0.04,shave
parras,-0.25,-0.174,-0.288,brink
parrasvalo,0.334,0.278,0.388,limelight
parru,-0.542,-0.098,-0.17,balk
parsa,-0.062,-0.366,-0.472,asparagus
parsakaali,-0.062,-0.6,-0.434,broccoli
parsia,-0.77,0.53,-0.164,darn
parta,-0.02,-0.478,-0.258,beard
partakone,-0.164,-0.1,-0.216,shaver
partaveitsi,-0.48,0.22,-0.038,razor
partavesi,-0.188,-0.232,-0.17,aftershave
partio,-0.146,0.328,0.472,patrol
partiolainen,0.312,0.222,0.526,scout
partisaani,0.23,0.098,0.338,partisan
parturi,0.086,-0.082,-0.288,barber
parturiliike,0.194,-0.118,-0.236,barbershop
parveke,0.124,-0.216,-0.24,balcony
parvi,-0.142,-0.08,0.082,bevy
pasianssi,-0.27,-0.546,-0.442,solitaire
pasifisti,0.326,-0.694,0.114,pacifist
paska,-1.0,0.356,-0.412,shit
paskamainen,-0.96,0.358,-0.674,shitty
paskapuhe,-0.916,0.352,-0.634,bullshit
paskapää,-0.76,0.29,-0.396,shithead
passi,0.306,-0.086,0.364,passport
passiivinen,-0.16,-0.768,-0.518,passive
passiivisuus,-0.518,-0.77,-0.508,passivity
passim,-0.084,-0.018,-0.334,passim
passitus,-0.056,0.038,0.164,committal
pasta,0.23,-0.388,-0.25,pasta
pasteija,-0.042,-0.274,-0.25,pasty
pastelli,0.438,-0.286,-0.266,pastel
pastori,0.396,-0.528,0.492,pastor
pastrami,0.084,-0.17,-0.304,pastrami
pasuuna,0.124,0.0,0.0,trombone
pata,0.02,-0.028,-0.164,cauldron
pataljoona,-0.334,0.636,0.59,battalion
patee,-0.188,-0.48,-0.48,pate
patentoitu,0.542,-0.444,0.628,proprietary
patentti,0.448,-0.218,0.218,patent
patikkaretki,0.23,-0.116,0.076,hike
patikoida,-0.062,0.06,0.07,trek
patikoija,0.02,0.46,-0.08,backpacker
patikointi,0.64,0.686,0.34,hiking
patio,0.124,-0.51,-0.196,patio
patja,0.224,-0.49,-0.206,mattress
pato,-0.124,-0.208,0.132,dyke
patologi,-0.292,0.104,0.17,pathologist
patologia,-0.458,0.12,0.116,pathology
patologinen,-0.56,0.204,0.16,pathological
patorakennelma,-0.25,-0.23,-0.274,weir
patriarkaalinen,0.062,0.0,0.714,patriarchal
patriarkka,0.184,-0.104,0.796,patriarch
patriootti,0.542,0.27,0.772,patriot
patruuna,-0.084,0.0,-0.186,cartridge
patruunapesä,0.0,0.274,-0.156,breech
patsas,0.084,-0.694,0.14,statue
pattitilanne,-0.408,-0.292,-0.466,stalemate
pauhata,-0.122,0.122,0.038,blare
paussi,-0.142,-0.624,-0.472,pause
paviaani,-0.286,-0.18,-0.142,baboon
paviljonki,0.166,0.0,0.54,pavilion
pediatrinen,0.12,-0.076,-0.02,pediatric
pedikyyri,0.39,-0.462,-0.408,pedicure
pedofiili,-0.898,0.448,-0.14,pedophile
pehmennys,0.4,-0.49,-0.278,softening
pehmentää,0.388,-0.612,-0.216,soften
pehmeys,0.75,-0.828,-0.196,softness
pehmeä,0.52,-0.642,-0.536,soft
pehmeästi,0.034,-0.588,-0.392,softly
pehmoinen,0.562,-0.138,-0.288,fluffy
pehmolelu,0.368,-0.49,-0.388,stuffed animal
pehmuste,0.122,-0.204,-0.154,padding
pehmustettu,0.212,-0.576,-0.258,padded
peikko,-0.244,0.254,-0.346,troll
peili,0.354,-0.38,-0.124,mirror
peippo,-0.124,-0.112,-0.284,finch
peitsi,-0.188,0.24,0.174,lance
peittää,-0.27,-0.52,-0.058,cover
pekaanipähkinä,0.104,-0.368,-0.284,pecan
pekoni,0.396,-0.188,-0.41,bacon
pelaaja,0.114,0.376,0.288,player
pelaaminen,0.792,0.266,-0.018,gaming
pelaginen,0.042,0.108,-0.018,pelagic
pelastaa,0.612,0.852,0.7,rescue
pelastaja,0.84,-0.062,0.608,savior
pelastaminen,0.244,0.02,0.664,salvage
pelastus,0.714,-0.04,0.6,salvation
pelastusvene,0.448,-0.15,0.066,lifeboat
pelata,0.624,0.53,-0.284,play
peli,0.47,0.576,-0.014,game
peliaika,0.47,0.142,-0.116,gametime
pelikaani,0.146,-0.218,-0.24,pelican
pelikassa,-0.062,0.14,0.018,bankroll
pelikirja,0.346,0.164,0.0,playbook
pelimanni,0.23,0.16,0.0,fiddler
pelinappula,-0.22,-0.358,-0.626,pawn
pelinrakentaja,0.354,0.452,0.534,quarterback
pelipäivä,0.458,0.186,0.088,gameday
pelivara,0.124,0.154,0.138,leeway
pelkistetty,-0.542,-0.27,-0.592,reduced
pelkistymätön,-0.408,-0.09,0.138,irreducible
pelkkä,-0.208,-0.558,-0.648,mere
pelko,-0.854,0.68,-0.414,fear
pelkuri,-0.796,-0.02,-0.702,coward
pelkurimainen,-0.5,-0.238,-0.232,gutless
pelkuruus,-0.734,0.242,-0.666,cowardice
pelkäämätön,0.0,0.04,0.31,unafraid
pelletti,-0.104,-0.22,-0.068,pellet
peloissaan,-0.98,0.55,-0.51,afraid
pelokas,-0.834,-0.036,-0.444,fearful
pelote,-0.416,-0.078,-0.23,deterrent
pelotella,-0.49,0.686,0.0,frighten
peloteltu,-0.646,0.326,-0.584,intimidated
peloton,0.62,0.612,0.52,fearless
pelottava,-0.876,0.904,0.056,scary
pelottavampi,-0.688,0.692,-0.056,scarier
pelottavin,-0.666,0.726,0.076,scariest
pelotuskeino,-0.776,-0.362,-0.588,discouragement
peltopyy,0.166,-0.17,-0.5,partridge
peluri,-0.084,0.388,0.236,gambler
pelästynyt,-0.708,0.656,-0.63,scared
pelästyttää,-0.756,0.82,-0.472,scare
pelätty,-0.52,0.466,0.018,feared
pengerrys,0.354,-0.124,-0.128,embankment
pengertie,-0.094,-0.236,-0.156,embankment
penikka,-0.312,-0.084,-0.38,whelp
penis,-0.292,0.62,0.112,penis
penisilliini,-0.166,-0.138,0.132,penicillin
penkki,0.142,-0.422,0.088,bench
penkoa,-0.514,0.23,-0.422,rummage
penni,0.23,-0.396,-0.352,penny
pennitön,-0.51,0.18,-0.26,broke
pensaikko,-0.02,-0.466,-0.336,shrubbery
pensas,0.062,-0.32,-0.32,shrub
pensasaita,0.208,0.204,0.138,hedge
pensastua,-0.104,-0.18,-0.42,tiller
pensseli,0.428,-0.548,-0.294,paintbrush
pentu,0.816,-0.078,-0.352,puppy
pepperoni,0.592,-0.056,-0.284,pepperoni
peptidi,-0.24,-0.04,-0.178,peptide
peptinen,-0.204,-0.074,-0.276,peptic
perehdyttää,0.292,-0.018,0.278,acquaint
perehtymätön,-0.562,0.116,-0.454,unfamiliar
perehtyneisyys,0.708,-0.308,0.232,familiarity
perehtynyt,0.448,-0.28,0.084,conversant
perfektionisti,0.334,0.408,0.81,perfectionist
pergamentti,0.23,-0.544,-0.09,parchment
perhe,0.936,-0.234,0.286,family
perheaika,0.878,-0.16,0.358,familytime
perhonen,0.784,-0.346,-0.372,butterfly
perhosentoukka,-0.078,-0.428,-0.34,caterpillar
periaate,0.5,-0.388,0.258,principle
perifeerinen,-0.188,-0.188,0.098,peripheral
periferia,-0.062,-0.28,-0.268,periphery
perijätär,0.654,0.142,0.352,heiress
perikato,-0.854,0.5,-0.116,doom
perikuva,-0.104,0.04,0.138,archetype
perillinen,0.68,0.308,0.528,heir
perilliset,0.592,0.038,0.396,heirs
perimmäinen,0.296,0.29,0.088,ultimate
perimä,0.014,-0.268,0.018,genome
perimätieto,0.438,-0.254,0.536,lore
perinne,0.66,-0.14,0.5,tradition
perinnöllinen,0.062,0.2,0.474,hereditary
perinnöllisyys,0.408,-0.11,0.636,heredity
perinteinen,0.354,-0.558,0.208,traditional
perintö,0.684,0.024,0.63,heritage
perintökalu,0.368,-0.25,0.49,heirloom
periskooppi,0.208,-0.25,0.218,periscope
periytyminen,0.8,0.13,0.596,inheritance
periä,0.49,0.092,0.388,inherit
perjantai,0.248,-0.178,-0.318,friday
perkeet,-0.142,-0.118,-0.352,paring
permanentti,0.334,-0.07,0.482,perm
perna,-0.104,-0.49,-0.208,spleen
pernarutto,-0.624,0.46,0.0,anthrax
perse,-0.354,0.5,-0.31,ass
persereikä,-0.448,0.196,-0.134,arsehole
persikanpehmeä,0.51,-0.042,-0.224,peachy
persikka,0.408,-0.04,-0.456,peach
persilja,-0.084,-0.66,-0.418,parsley
perskännissä,-0.572,0.39,-0.24,shitfaced
persoona,0.482,-0.04,0.486,persona
persoonallisuus,0.792,0.026,0.58,personality
persoonaton,-0.368,-0.288,-0.056,impersonal
perspektiivi,0.376,-0.06,0.408,perspective
perua,-0.368,-0.114,-0.284,retract
peruminen,-0.694,-0.25,-0.106,annulment
peruna,0.082,-0.53,-0.47,potato
perusasiat,0.376,-0.378,-0.018,basics
peruskivi,0.1,-0.224,0.192,cornerstone
perusoikeus,0.368,-0.166,0.428,birthright
perusolemus,0.326,-0.262,0.15,essence
perusta,0.542,-0.23,0.46,foundation
perustaa,0.666,-0.108,-0.02,found
perustaja,0.52,-0.07,0.782,founder
perustaminen,0.38,-0.204,0.262,establishment
perustamiskirja,0.354,-0.236,0.036,charter
perustava,0.286,-0.796,-0.21,basic
perustavanlaatuinen,0.416,-0.156,0.806,fundamental
peruste,0.562,-0.09,0.424,reason
perusteellinen,-0.066,-0.3,0.116,thorough
perusteeton,-0.458,0.04,-0.18,unfounded
perustella,0.224,-0.054,0.23,justify
perusteltu,0.48,0.018,0.186,defensible
perustelu,0.312,-0.2,0.63,rationale
perustiedot,0.042,-0.096,0.182,grounding
perustuslaillinen,0.266,-0.164,0.654,constitutional
perustuslaillisuus,0.224,-0.122,0.706,constitutionality
perustuslainvastainen,-0.54,0.176,-0.018,unconstitutional
perustuslaki,0.18,-0.24,0.778,constitution
peruukki,0.444,-0.442,-0.64,wig
peruuttaa,-0.572,-0.388,-0.264,cancel
peruuttamaton,-0.408,0.12,0.424,irrevocable
peruuttaminen,-0.542,-0.06,-0.302,canceling
peruutus,-0.552,-0.138,-0.222,cancellation
perversio,-0.834,0.66,-0.02,perversion
perverssi,-0.836,0.726,0.0,pervert
peräaukko,-0.306,0.288,-0.3,anus
peräkkäinen,0.326,-0.164,0.286,consecutive
peräkkäisyys,0.086,-0.3,0.058,sequence
peränpuoleinen,-0.04,-0.166,0.036,aft
peränpuoli,0.104,-0.212,-0.17,stern
peräpeili,-0.25,-0.23,-0.166,transom
peräpukamat,-0.734,0.404,-0.392,hemorrhoids
peräpää,-0.102,-0.15,-0.208,rump
peräruiske,-0.438,0.346,-0.464,enema
peräsin,-0.122,-0.062,0.018,rudder
peräsuoli,-0.124,-0.114,-0.018,rectum
perättäinen,0.27,-0.058,0.036,successive
perättömästi,-0.834,-0.04,-0.47,falsely
perätön,-0.416,-0.236,-0.25,baseless
perävaunu,0.082,-0.02,-0.054,trailer
peräänantamaton,0.542,-0.134,0.6,steadfast
peräänantava,-0.02,0.286,-0.112,yielding
perääntyä,-0.792,-0.208,-0.52,backoff
pesemätön,-0.27,-0.146,-0.28,unwashed
pessimismi,-0.834,-0.032,-0.472,pessimism
pessimisti,-0.75,-0.06,-0.564,pessimist
pessimistinen,-0.824,-0.212,-0.528,pessimistic
pesto,0.062,-0.354,-0.328,pesto
pesty,0.084,-0.372,-0.216,washed
pestä,0.27,-0.246,-0.406,wash
pesu,0.286,-0.208,-0.196,washing
pesuaine,-0.084,-0.392,-0.148,detergent
pesuallas,0.104,-0.538,-0.204,basin
pesue,0.266,0.038,-0.132,brood
pesukarhu,0.082,-0.13,-0.36,raccoon
pesukone,0.188,-0.22,-0.27,washer
pesula,0.288,-0.416,-0.246,laundry
pesä,0.374,-0.558,-0.334,nest
pesäke,-0.23,-0.322,-0.408,pillbox
pesäpaikka,0.02,-0.43,-0.21,hotbed
pesäpallomaila,0.334,0.134,0.018,baseball bat
petetty,-0.756,0.538,-0.384,betrayed
petkuttaa,-0.812,0.55,-0.172,deceive
petkuttaja,-0.25,0.36,-0.108,trickster
peto,-0.572,0.56,0.464,beast
petolintu,-0.46,0.546,0.224,raptor
petollinen,-0.858,0.576,-0.258,deceitful
petollisuus,-0.792,0.704,-0.104,treachery
petos,-0.778,0.376,-0.186,fraud
petturi,-0.72,0.28,0.018,renegade
pettymys,-0.77,-0.02,-0.328,disappointment
pettynyt,-0.858,-0.056,-0.518,disappointed
pettäjä,-0.792,0.84,-0.334,cheater
pettäminen,-0.834,0.438,-0.164,betrayal
pettämättömyys,0.166,0.326,0.528,infallibility
pettämätön,0.25,0.27,0.188,unfailing
pettävä,-0.946,0.21,-0.412,deceptive
pettää,-0.916,0.74,0.072,betray
petunia,0.166,-0.48,-0.288,petunia
peuhata,0.22,0.28,-0.166,romp
peukalo,0.346,-0.458,-0.278,thumb
peukaloida,-0.632,0.604,0.09,tamper
peukaloitu,-0.624,0.02,-0.176,rigged
peura,0.166,-0.25,-0.416,deer
pian,-0.042,-0.292,-0.404,anon
pianisti,0.612,-0.018,0.146,pianist
piano,0.408,-0.314,-0.124,piano
piazza,0.25,-0.058,-0.056,piazza
pidellä,-0.104,-0.42,-0.272,hold
pidennys,0.122,0.0,0.0,elongation
pidentynyt,-0.104,0.06,-0.052,lengthened
pidentyä,0.166,-0.23,0.08,elongate
pidentäminen,0.346,0.06,0.056,lengthening
pidentää,0.238,-0.038,0.132,lengthen
pidike,-0.208,-0.156,-0.288,retainer
pidin,0.184,-0.34,0.426,holder
pidättyminen,-0.312,-0.02,0.116,retention
pidättyvyys,-0.1,-0.208,-0.062,continence
pidättyväinen,0.516,0.372,0.0,guarded
pidättyä,-0.23,-0.23,-0.146,abstain
pidättäminen,-0.47,0.396,0.124,detention
pidättävä,-0.122,-0.036,-0.018,retentive
pidättäytyminen,-0.164,-0.094,-0.192,refraining
pidättäytyä,-0.372,-0.254,-0.446,refrain
pidättää,-0.36,-0.098,-0.112,withhold
pidätys,-0.708,0.902,0.0,arrest
pidätyskyvyttömyys,-0.7,0.196,-0.456,incontinence
pienempi,-0.4,-0.38,-0.642,smaller
pienentyä,-0.75,-0.28,-0.466,decrease
pienentää,-0.52,-0.286,-0.666,diminish
pieni,0.084,-0.59,-0.76,small
pienin,-0.438,-0.32,-0.742,smallest
pienlentokenttä,0.202,0.3,0.29,airfield
pienoisveistos,0.354,-0.134,0.036,statuette
pientila,0.73,-0.558,0.072,homestead
pieru,-0.612,-0.122,-0.472,fart
piestä,-0.48,0.02,-0.056,thrash
pigmentti,-0.22,-0.334,-0.322,pigment
piha,0.006,-0.27,-0.29,courtyard
pihakiveys,-0.184,-0.062,0.09,paving
pihdit,0.122,-0.332,-0.118,pliers
pihi,-0.812,0.096,-0.434,stingy
pihinä,-0.542,-0.076,-0.078,wheeze
pihvi,0.25,-0.282,-0.37,steak
pihviravintola,0.604,-0.242,0.094,steakhouse
pii,-0.062,-0.47,-0.2,pi
piikikäs,-0.432,0.314,0.174,spiky
piikittelevä,-0.628,0.446,-0.09,snide
piikittää,-0.188,0.47,0.192,inject
piikivi,0.042,-0.122,0.072,flint
piikki,-0.408,0.082,-0.146,thorn
piikkikärkinen,-0.438,0.226,-0.186,spiked
piikkilanka,-0.646,0.188,-0.09,barbed
piikkinen,-0.666,0.278,0.056,spiny
piikkisika,-0.224,-0.158,-0.266,porcupine
piilevä,-0.062,0.0,0.306,latent
piilo,-0.326,-0.114,-0.396,hideout
piilopaikka,-0.104,-0.038,-0.28,hideaway
piilotettu,-0.312,-0.274,-0.296,concealed
piilottaa,-0.124,0.02,-0.564,hide
piiloutuminen,-0.5,0.134,-0.272,hiding
piimä,0.266,-0.378,-0.392,buttermilk
piina,-0.886,0.5,-0.226,torment
piipittää,-0.266,-0.24,-0.254,cheep
piipitys,-0.042,0.334,-0.31,bleep
piippaus,0.058,-0.078,-0.164,blip
piirakka,0.76,-0.196,-0.264,pie
piirikunta,-0.124,-0.346,0.32,district
piiritetty,-0.53,0.448,-0.158,embattled
piiritys,-0.458,0.5,0.134,siege
piirre,-0.062,-0.27,-0.094,trait
piirrellä,0.208,-0.196,-0.248,doodle
piirtää,0.408,-0.102,-0.038,draw
piirustus,0.396,-0.568,-0.334,drawing
piisami,-0.122,0.02,-0.264,muskrat
piiska,-0.584,0.798,0.018,whip
piiskanisku,-0.486,0.52,0.0,whiplash
piispa,0.188,-0.632,0.45,bishop
piispallinen,0.084,-0.372,0.5,episcopal
piittaamaton,-0.646,-0.51,-0.358,uncaring
piittaamattomuus,-0.416,0.526,-0.24,recklessness
pikainen,0.2,0.4,-0.138,quickie
pikaisesti,0.376,0.48,0.33,speedily
pikajuoksu,0.098,0.298,0.056,sprint
pikakirjoittaja,0.02,-0.184,0.178,stenographer
pikakirjoitus,-0.082,-0.1,-0.078,shorthand
pikari,0.572,-0.294,-0.116,goblet
pikavene,0.27,0.716,0.224,speedboat
pikee,-0.166,0.0,-0.148,pique
piki,0.042,-0.138,-0.07,pitch
pikkiriikkinen,-0.146,-0.164,-0.568,teeny
pikkolo,0.25,-0.154,-0.24,piccolo
pikkuasiat,0.142,-0.52,-0.352,thelittlethings
pikkubussi,-0.122,-0.22,-0.144,minibus
pikkuhousut,0.188,0.058,-0.376,panties
pikkujuttu,-0.458,-0.408,-0.558,trifle
pikkukivi,-0.292,-0.294,-0.426,pebble
pikkulapsi,0.604,-0.138,-0.344,infant
pikkulautanen,0.02,-0.346,-0.326,saucer
pikkuleipä,0.584,-0.388,-0.5,cookie
pikkumainen,-0.542,0.216,-0.494,pedantic
pikkupaholainen,-0.3,-0.104,-0.16,imp
pikkuraha,0.306,-0.366,-0.31,dime
pikkuriikkinen,-0.042,-0.608,-0.75,tiny
pikkuruinen,-0.354,-0.6,-0.782,diminutive
pikkuseikat,-0.354,-0.486,-0.368,minutiae
pikkuserkku,0.396,-0.28,-0.118,second cousin
pikkusielu,-0.224,-0.16,-0.192,meanie
pikkusieluinen,-0.58,0.074,-0.528,petty
pikkusormi,0.326,-0.47,-0.462,pinkie
pikkutarkka,0.09,0.37,0.204,scrupulous
piknikki,0.25,-0.06,-0.25,picnic
pila,0.04,0.472,-0.556,jest
pilaantuminen,-0.68,0.216,-0.37,degradation
pilaantuva,-0.46,-0.072,-0.292,perishable
pilailu,0.188,0.354,-0.072,banter
pilari,0.166,-0.34,0.368,pillar
pilata,-0.708,0.446,-0.344,spoil
pilipalityyppi,-0.306,-0.038,-0.302,pipsqueak
pilkahdus,0.23,-0.076,-0.146,glimmer
pilkallinen,-0.654,0.216,-0.264,scornful
pilkanteko,-0.714,0.49,-0.49,ridicule
pilkata,-0.28,0.212,0.236,mock
pilkattu,-0.55,0.492,-0.592,mocked
pilkka,-0.812,0.612,-0.638,mockery
pilkkaaminen,-0.468,0.584,-0.24,jeering
pilkkaava,-0.58,0.51,-0.018,blasphemous
pilkki,0.062,-0.208,-0.286,jig
pilkkoa,-0.5,0.31,-0.066,chop
pilkkominen,0.084,0.204,-0.092,cleavage
pilkku,-0.312,-0.462,-0.516,comma
pilkottaa,0.146,-0.366,-0.462,peep
pilkullinen,-0.04,-0.306,-0.148,dotted
pilleri,0.146,-0.186,-0.264,pill
pillu,-0.73,0.346,-0.246,cunt
piltti,0.336,0.078,-0.218,laddie
pilttuu,-0.26,-0.51,-0.416,stall
pilvenpiirtäjä,0.244,0.392,0.596,skyscraper
pilvessä,-0.646,0.592,-0.25,stoned
pilvi,0.48,-0.734,-0.316,cloud
pilvinen,-0.438,-0.44,-0.596,cloudy
pilvisyys,-0.062,-0.5,-0.314,cloudiness
pilviä,0.47,-0.61,-0.352,clouds
pimennys,0.082,-0.062,0.232,eclipse
pimeys,-0.796,0.204,-0.164,darkness
pimeyttä,-0.48,-0.04,-0.188,blackness
